edge_type,source_id,source_name,source_type,target_id,target_name,target_type,key
PerformerOf,131,Li Lin,Person,128,Sovereign Echoes,Song,0
PerformerOf,132,Jie Yu,Person,128,Sovereign Echoes,Song,0
LyricistOf,133,Juan Luo,Person,128,Sovereign Echoes,Song,0
PerformerOf,134,Steven Cordova,Person,128,Sovereign Echoes,Song,0
PerformerOf,135,Xia Chang,Person,128,Sovereign Echoes,Song,0
PerformerOf,136,Fang Kong,Person,128,Sovereign Echoes,Song,0
InterpolatesFrom,139,Whispers from the Rocking Chair,Song,14023,Whispers of Stone Peaks,Album,0
LyricalReferenceTo,139,Whispers from the Rocking Chair,Song,4583,Wellness Manifesto,Song,0
LyricalReferenceTo,139,Whispers from the Rocking Chair,Song,15343,Subdued Tempo,Song,0
RecordedBy,139,Whispers from the Rocking Chair,Song,79,Mucambo Groove,RecordLabel,0
DistributedBy,139,Whispers from the Rocking Chair,Song,143,Radiant Echo,RecordLabel,0
PerformerOf,140,Min Pan,Person,139,Whispers from the Rocking Chair,Song,0
PerformerOf,141,Xia Wu,Person,139,Whispers from the Rocking Chair,Song,0
PerformerOf,141,Xia Wu,Person,4781,September's Last Embrace,Song,0
ProducerOf,141,Xia Wu,Person,4781,September's Last Embrace,Song,1
ComposerOf,141,Xia Wu,Person,6216,"Trembling Hands, Reaching Higher",Song,0
PerformerOf,141,Xia Wu,Person,6216,"Trembling Hands, Reaching Higher",Song,1
ProducerOf,141,Xia Wu,Person,6397,Symptoms of Loving You,Song,0
ProducerOf,141,Xia Wu,Person,8648,Whispers of Melody,Album,0
ProducerOf,141,Xia Wu,Person,9463,Echoes of the Green Landscape,Song,0
ComposerOf,141,Xia Wu,Person,9473,Footwear Revolution,Album,0
PerformerOf,141,Xia Wu,Person,9473,Footwear Revolution,Album,1
ComposerOf,141,Xia Wu,Person,10366,Saved by Light,Song,0
PerformerOf,141,Xia Wu,Person,10366,Saved by Light,Song,1
ProducerOf,141,Xia Wu,Person,14023,Whispers of Stone Peaks,Album,0
PerformerOf,141,Xia Wu,Person,14527,Madly Yours,Song,0
ProducerOf,141,Xia Wu,Person,14527,Madly Yours,Song,1
ComposerOf,142,Wei Tang,Person,139,Whispers from the Rocking Chair,Song,0
ComposerOf,142,Wei Tang,Person,6397,Symptoms of Loving You,Song,0
PerformerOf,142,Wei Tang,Person,6397,Symptoms of Loving You,Song,1
PerformerOf,142,Wei Tang,Person,6812,Coastal Whispers,Song,0
LyricistOf,142,Wei Tang,Person,9473,Footwear Revolution,Album,0
LyricistOf,142,Wei Tang,Person,10366,Saved by Light,Song,0
ComposerOf,142,Wei Tang,Person,14023,Whispers of Stone Peaks,Album,0
PerformerOf,142,Wei Tang,Person,14023,Whispers of Stone Peaks,Album,1
LyricistOf,142,Wei Tang,Person,14527,Madly Yours,Song,0
RecordedBy,144,Echoes of Forgotten Memories,Song,79,Mucambo Groove,RecordLabel,0
LyricistOf,145,Adrien Charles,Person,144,Echoes of Forgotten Memories,Song,0
PerformerOf,145,Adrien Charles,Person,1024,Whispers from the Gold Rush,Song,0
PerformerOf,145,Adrien Charles,Person,1242,Manger's Midnight Lullaby,Song,0
LyricistOf,145,Adrien Charles,Person,1545,Beklenmedik Karşılaşma (Unexpected Encounter),Song,0
PerformerOf,145,Adrien Charles,Person,1545,Beklenmedik Karşılaşma (Unexpected Encounter),Song,1
PerformerOf,145,Adrien Charles,Person,9948,Whispers Between Violins,Song,0
ComposerOf,146,Na Tang,Person,144,Echoes of Forgotten Memories,Song,0
ProducerOf,146,Na Tang,Person,14778,Nameless Emotion,Song,0
PerformerOf,147,Na Qian,Person,144,Echoes of Forgotten Memories,Song,0
ProducerOf,147,Na Qian,Person,144,Echoes of Forgotten Memories,Song,1
PerformerOf,147,Na Qian,Person,1626,Toga Dreams and Marble Schemes,Song,0
ProducerOf,147,Na Qian,Person,1626,Toga Dreams and Marble Schemes,Song,1
PerformerOf,147,Na Qian,Person,12009,Drums of the Ascendant,Album,0
InterpolatesFrom,148,Grandfather's Faded Photographs,Song,15702,Mirrors of Deception,Song,0
InterpolatesFrom,148,Grandfather's Faded Photographs,Song,4861,Civic Pride: A Municipal Melody,Song,0
InterpolatesFrom,148,Grandfather's Faded Photographs,Song,6227,When Mercy Finds Me Weeping,Song,0
CoverOf,148,Grandfather's Faded Photographs,Song,8872,"Autumn Whispers, Heartbeats Tender",Song,0
InStyleOf,148,Grandfather's Faded Photographs,Song,13430,Heartbeat Symphony,Song,0
InStyleOf,148,Grandfather's Faded Photographs,Song,8050,Secrets Behind the Silence,Album,0
RecordedBy,148,Grandfather's Faded Photographs,Song,153,Ember Crescent,RecordLabel,0
DistributedBy,148,Grandfather's Faded Photographs,Song,153,Ember Crescent,RecordLabel,1
MemberOf,149,Xia Fu,Person,16756,Triassic Collective,MusicalGroup,0
PerformerOf,149,Xia Fu,Person,148,Grandfather's Faded Photographs,Song,0
ProducerOf,149,Xia Fu,Person,148,Grandfather's Faded Photographs,Song,1
ComposerOf,149,Xia Fu,Person,5265,Brass Whispers in Ascending Harmony,Album,0
PerformerOf,149,Xia Fu,Person,5265,Brass Whispers in Ascending Harmony,Album,1
ProducerOf,149,Xia Fu,Person,8013,Foundation Fever,Song,0
PerformerOf,149,Xia Fu,Person,12346,Temples and Shadows,Song,0
PerformerOf,149,Xia Fu,Person,13465,Harmony of the Living World,Song,0
LyricistOf,149,Xia Fu,Person,16269,Regal Advance,Song,0
MemberOf,150,Li Luo,Person,16756,Triassic Collective,MusicalGroup,0
PerformerOf,150,Li Luo,Person,148,Grandfather's Faded Photographs,Song,0
ProducerOf,150,Li Luo,Person,148,Grandfather's Faded Photographs,Song,1
PerformerOf,150,Li Luo,Person,5265,Brass Whispers in Ascending Harmony,Album,0
PerformerOf,150,Li Luo,Person,6227,When Mercy Finds Me Weeping,Song,0
LyricistOf,150,Li Luo,Person,8013,Foundation Fever,Song,0
ProducerOf,150,Li Luo,Person,8872,"Autumn Whispers, Heartbeats Tender",Song,0
ProducerOf,150,Li Luo,Person,10651,Whispered Waltzes in Minor,Album,0
PerformerOf,150,Li Luo,Person,12346,Temples and Shadows,Song,0
ProducerOf,150,Li Luo,Person,12346,Temples and Shadows,Song,1
LyricistOf,150,Li Luo,Person,13430,Heartbeat Symphony,Song,0
PerformerOf,150,Li Luo,Person,13430,Heartbeat Symphony,Song,1
PerformerOf,150,Li Luo,Person,13465,Harmony of the Living World,Song,0
ProducerOf,150,Li Luo,Person,13465,Harmony of the Living World,Song,1
PerformerOf,150,Li Luo,Person,16269,Regal Advance,Song,0
ProducerOf,150,Li Luo,Person,16269,Regal Advance,Song,1
PerformerOf,151,Gang Zhao,Person,148,Grandfather's Faded Photographs,Song,0
PerformerOf,151,Gang Zhao,Person,5265,Brass Whispers in Ascending Harmony,Album,0
ComposerOf,151,Gang Zhao,Person,6227,When Mercy Finds Me Weeping,Song,0
PerformerOf,151,Gang Zhao,Person,6227,When Mercy Finds Me Weeping,Song,1
PerformerOf,151,Gang Zhao,Person,8013,Foundation Fever,Song,0
PerformerOf,151,Gang Zhao,Person,8872,"Autumn Whispers, Heartbeats Tender",Song,0
ComposerOf,151,Gang Zhao,Person,10651,Whispered Waltzes in Minor,Album,0
PerformerOf,151,Gang Zhao,Person,10651,Whispered Waltzes in Minor,Album,1
ComposerOf,151,Gang Zhao,Person,12346,Temples and Shadows,Song,0
PerformerOf,151,Gang Zhao,Person,12346,Temples and Shadows,Song,1
ComposerOf,151,Gang Zhao,Person,13430,Heartbeat Symphony,Song,0
PerformerOf,151,Gang Zhao,Person,14980,Wisdom's Blind Spot,Song,0
PerformerOf,151,Gang Zhao,Person,16269,Regal Advance,Song,0
CoverOf,155,Tales Without Words,Album,15622,Whispers of Finality,Song,0
CoverOf,155,Tales Without Words,Album,6006,Mercy's Endless Tide,Song,0
RecordedBy,155,Tales Without Words,Album,164,Vives Sonores,RecordLabel,0
DistributedBy,155,Tales Without Words,Album,164,Vives Sonores,RecordLabel,1
LyricistOf,156,Andrzej Schottin-Mühle,Person,155,Tales Without Words,Album,0
PerformerOf,156,Andrzej Schottin-Mühle,Person,8675,Verdict from Above,Song,0
PerformerOf,157,Daria Boucsein,Person,155,Tales Without Words,Album,0
ProducerOf,157,Daria Boucsein,Person,8675,Verdict from Above,Song,0
PerformerOf,158,Orhan Krein,Person,155,Tales Without Words,Album,0
ComposerOf,158,Orhan Krein,Person,8675,Verdict from Above,Song,0
PerformerOf,158,Orhan Krein,Person,8675,Verdict from Above,Song,1
PerformerOf,159,Ashley Waters,Person,155,Tales Without Words,Album,0
PerformerOf,160,Hans-Theo Eckbauer-Dehmel,Person,155,Tales Without Words,Album,0
ComposerOf,160,Hans-Theo Eckbauer-Dehmel,Person,13423,Stereotype Rebel,Song,0
PerformerOf,160,Hans-Theo Eckbauer-Dehmel,Person,13423,Stereotype Rebel,Song,1
PerformerOf,161,Sophia Baracca-Solimena,Person,155,Tales Without Words,Album,0
PerformerOf,161,Sophia Baracca-Solimena,Person,8675,Verdict from Above,Song,0
MemberOf,162,Mia Carsten,Person,16894,Phantom Harmony,MusicalGroup,0
LyricistOf,162,Mia Carsten,Person,155,Tales Without Words,Album,0
PerformerOf,162,Mia Carsten,Person,155,Tales Without Words,Album,1
PerformerOf,162,Mia Carsten,Person,5307,Florenz's Dream,Song,0
ComposerOf,162,Mia Carsten,Person,5687,"Mead, Mediterranean, and Mayhem",Song,0
ComposerOf,162,Mia Carsten,Person,9051,Whispers of the Weeping Branches,Song,0
PerformerOf,162,Mia Carsten,Person,9051,Whispers of the Weeping Branches,Song,1
ComposerOf,162,Mia Carsten,Person,13341,Monologue in Woodwind Minor,Song,0
PerformerOf,163,Regina Hesse,Person,155,Tales Without Words,Album,0
LyricistOf,163,Regina Hesse,Person,1738,Ticket to Impartiality,Song,0
PerformerOf,163,Regina Hesse,Person,1738,Ticket to Impartiality,Song,1
ProducerOf,163,Regina Hesse,Person,4788,Warmth of the Waning Summer,Song,0
ProducerOf,163,Regina Hesse,Person,5295,Feathers and Sequins,Album,0
LyricistOf,163,Regina Hesse,Person,5687,"Mead, Mediterranean, and Mayhem",Song,0
PerformerOf,163,Regina Hesse,Person,5687,"Mead, Mediterranean, and Mayhem",Song,1
PerformerOf,163,Regina Hesse,Person,6476,Scandinavian Sonata,Song,0
ProducerOf,163,Regina Hesse,Person,6476,Scandinavian Sonata,Song,1
PerformerOf,163,Regina Hesse,Person,8283,Shea to Citi: A Ballpark Journey,Song,0
ProducerOf,163,Regina Hesse,Person,8283,Shea to Citi: A Ballpark Journey,Song,1
PerformerOf,163,Regina Hesse,Person,9267,Stepping Towards the Light,Song,0
LyricistOf,163,Regina Hesse,Person,9759,Radiant Spirit,Song,0
PerformerOf,163,Regina Hesse,Person,9759,Radiant Spirit,Song,1
PerformerOf,163,Regina Hesse,Person,9829,The Shrewd Whisper,Album,0
PerformerOf,163,Regina Hesse,Person,12547,Dočasný domov (Temporary Home),Song,0
PerformerOf,163,Regina Hesse,Person,13640,Petals of Promise,Song,0
PerformerOf,163,Regina Hesse,Person,15772,Meadow's Gentle Harvest,Album,0
LyricalReferenceTo,169,Whispers of Spring's Memory,Album,16035,Divided We Stand,Song,0
InStyleOf,169,Whispers of Spring's Memory,Album,13361,"Soil, Sweat, and Solitude",Song,0
LyricalReferenceTo,169,Whispers of Spring's Memory,Album,15838,Groove Global,Song,0
RecordedBy,169,Whispers of Spring's Memory,Album,174,Echo Chamber Records,RecordLabel,0
DistributedBy,169,Whispers of Spring's Memory,Album,174,Echo Chamber Records,RecordLabel,1
LyricistOf,170,Chao Yu,Person,169,Whispers of Spring's Memory,Album,0
PerformerOf,170,Chao Yu,Person,169,Whispers of Spring's Memory,Album,1
ComposerOf,170,Chao Yu,Person,3043,Sleepwalkers and Stargazers,Song,0
PerformerOf,170,Chao Yu,Person,12478,"Empty Ballrooms, Weary Hearts",Song,0
ComposerOf,170,Chao Yu,Person,14489,Cryptic Whispers,Song,0
PerformerOf,171,Chao Qiao,Person,169,Whispers of Spring's Memory,Album,0
ComposerOf,171,Chao Qiao,Person,6797,Echoes from Ancient Lips,Song,0
ComposerOf,171,Chao Qiao,Person,13720,Raindrops and Rhythms,Album,0
PerformerOf,172,Lei Liao,Person,169,Whispers of Spring's Memory,Album,0
PerformerOf,172,Lei Liao,Person,5480,Whispers of Our Silent Agreement,Song,0
ProducerOf,172,Lei Liao,Person,5480,Whispers of Our Silent Agreement,Song,1
LyricistOf,172,Lei Liao,Person,6797,Echoes from Ancient Lips,Song,0
PerformerOf,172,Lei Liao,Person,6797,Echoes from Ancient Lips,Song,1
PerformerOf,172,Lei Liao,Person,9534,Luminous Permutations,Album,0
ProducerOf,172,Lei Liao,Person,9534,Luminous Permutations,Album,1
PerformerOf,172,Lei Liao,Person,10574,Triangular Affection,Song,0
PerformerOf,172,Lei Liao,Person,11467,Percussive Daydream,Song,0
PerformerOf,172,Lei Liao,Person,13720,Raindrops and Rhythms,Album,0
PerformerOf,172,Lei Liao,Person,14512,Silk and Sunflowers,Song,0
ProducerOf,172,Lei Liao,Person,14512,Silk and Sunflowers,Song,1
PerformerOf,172,Lei Liao,Person,16371,Painted Heavens,Song,0
ProducerOf,172,Lei Liao,Person,16371,Painted Heavens,Song,1
DirectlySamples,176,Faded Ribbons and Childhood Dreams,Song,14989,Uh-Huh Uh-Huh,Song,0
RecordedBy,176,Faded Ribbons and Childhood Dreams,Song,181,Sierra Rubio Sounds,RecordLabel,0
DistributedBy,176,Faded Ribbons and Childhood Dreams,Song,181,Sierra Rubio Sounds,RecordLabel,1
PerformerOf,177,Jie Yan,Person,176,Faded Ribbons and Childhood Dreams,Song,0
ProducerOf,178,Li Mo,Person,176,Faded Ribbons and Childhood Dreams,Song,0
PerformerOf,178,Li Mo,Person,6286,Distant from Her Desire,Song,0
LyricistOf,178,Li Mo,Person,7918,Liberty's Complicated Heartbeat,Song,0
PerformerOf,178,Li Mo,Person,7918,Liberty's Complicated Heartbeat,Song,1
PerformerOf,179,Emily Huynh,Person,176,Faded Ribbons and Childhood Dreams,Song,0
PerformerOf,180,Gang Yang,Person,176,Faded Ribbons and Childhood Dreams,Song,0
LyricalReferenceTo,182,The Last Bloom of Innocence,Song,438,Parisian Shadows on the Hill,Song,0
DistributedBy,182,The Last Bloom of Innocence,Song,186,Spanish Harmony,RecordLabel,0
PerformerOf,183,Guiying Feng,Person,182,The Last Bloom of Innocence,Song,0
ProducerOf,184,Heidi Perez,Person,182,The Last Bloom of Innocence,Song,0
PerformerOf,185,Lei Xue,Person,182,The Last Bloom of Innocence,Song,0
InterpolatesFrom,187,Echoes of a Springtime Past,Song,2956,Sapnon Ka Safar,Song,0
InStyleOf,187,Echoes of a Springtime Past,Song,543,Lonesome Till Dawn,Song,0
CoverOf,187,Echoes of a Springtime Past,Song,4046,Sweet Katharina's Lament,Album,0
RecordedBy,187,Echoes of a Springtime Past,Song,191,Republic Records,RecordLabel,0
LyricistOf,188,Cecilia Scholz,Person,187,Echoes of a Springtime Past,Song,0
PerformerOf,188,Cecilia Scholz,Person,187,Echoes of a Springtime Past,Song,1
ComposerOf,189,Alma Davids,Person,187,Echoes of a Springtime Past,Song,0
PerformerOf,189,Alma Davids,Person,15199,Shadows of Alfie,Song,0
MemberOf,190,Peter Haering,Person,16767,Whispers & Echoes,MusicalGroup,0
PerformerOf,190,Peter Haering,Person,187,Echoes of a Springtime Past,Song,0
PerformerOf,190,Peter Haering,Person,344,Echoes from the Distant Years,Album,0
ProducerOf,190,Peter Haering,Person,842,Diamond Dreams,Song,0
ProducerOf,190,Peter Haering,Person,4413,Reboot: Pathways Ahead,Song,0
PerformerOf,190,Peter Haering,Person,10183,Rewind and Replay,Album,0
PerformerOf,190,Peter Haering,Person,11256,Unshared Horizons,Album,0
ProducerOf,190,Peter Haering,Person,11339,Seaside Memories of Rustington,Song,0
PerformerOf,190,Peter Haering,Person,13220,Glowing Embrace,Song,0
PerformerOf,190,Peter Haering,Person,13821,Heritage in Red,Song,0
ProducerOf,190,Peter Haering,Person,14314,Midnight in the Machine Age,Song,0
PerformerOf,190,Peter Haering,Person,15199,Shadows of Alfie,Song,0
RecordedBy,192,Bright Horizon,Song,195,Howling Squash Productions,RecordLabel,0
ComposerOf,193,Elizabeth Phillips,Person,192,Bright Horizon,Song,0
PerformerOf,193,Elizabeth Phillips,Person,192,Bright Horizon,Song,1
ProducerOf,194,Ming Xiang,Person,192,Bright Horizon,Song,0
PerformerOf,194,Ming Xiang,Person,16670,Wake Up!,Song,0
InStyleOf,196,Radiant Dreams,Song,13324,Exile's Whisper,Song,0
CoverOf,196,Radiant Dreams,Song,6901,Love's Bruise,Song,0
DistributedBy,196,Radiant Dreams,Song,79,Mucambo Groove,RecordLabel,0
ProducerOf,197,Xia Ren,Person,196,Radiant Dreams,Song,0
ComposerOf,197,Xia Ren,Person,13374,Crown of Eternity,Song,0
LyricistOf,197,Xia Ren,Person,15206,One-Way Departure,Song,0
PerformerOf,197,Xia Ren,Person,15206,One-Way Departure,Song,1
PerformerOf,198,Wei Wu,Person,196,Radiant Dreams,Song,0
PerformerOf,199,Tao Wei,Person,196,Radiant Dreams,Song,0
RecordedBy,200,Light My Way,Song,209,Charleville Sound,RecordLabel,0
DistributedBy,200,Light My Way,Song,208,Twilight Passage,RecordLabel,0
LyricistOf,201,Fang Zou,Person,200,Light My Way,Song,0
PerformerOf,201,Fang Zou,Person,200,Light My Way,Song,1
LyricistOf,201,Fang Zou,Person,3457,Magnetic Desire,Song,0
ComposerOf,202,Guiying Pan,Person,200,Light My Way,Song,0
PerformerOf,202,Guiying Pan,Person,200,Light My Way,Song,1
PerformerOf,202,Guiying Pan,Person,16200,Unspoken Wonders,Album,0
PerformerOf,203,Tao Yao,Person,200,Light My Way,Song,0
PerformerOf,204,Juan Sun,Person,200,Light My Way,Song,0
PerformerOf,205,Jun Wei,Person,200,Light My Way,Song,0
ProducerOf,205,Jun Wei,Person,200,Light My Way,Song,1
PerformerOf,206,Tao Liao,Person,200,Light My Way,Song,0
ComposerOf,207,Juan Jia,Person,200,Light My Way,Song,0
PerformerOf,207,Juan Jia,Person,2709,Emotional Overture,Album,0
ComposerOf,207,Juan Jia,Person,7611,Blurred Lines of Truth,Song,0
PerformerOf,207,Juan Jia,Person,7611,Blurred Lines of Truth,Song,1
PerformerOf,207,Juan Jia,Person,7897,Cloudscape of Resistance,Song,0
CoverOf,210,Luminous Path,Song,15529,Whispers of the Pale Bloom,Song,0
InterpolatesFrom,210,Luminous Path,Song,7278,Requiem for a Fading Self,Song,0
InterpolatesFrom,210,Luminous Path,Song,13287,The Worthy Price,Song,0
CoverOf,210,Luminous Path,Song,10928,Whispers in the Shadows,Album,0
CoverOf,210,Luminous Path,Song,9256,Climbing Higher Ground,Song,0
LyricalReferenceTo,210,Luminous Path,Song,12309,Whispers of Passion,Song,0
DirectlySamples,210,Luminous Path,Song,8640,Sacred Soil's Lament,Song,0
DirectlySamples,210,Luminous Path,Song,12173,Echoes Resonate,Song,0
DirectlySamples,210,Luminous Path,Song,6293,Scars of Knowledge,Song,0
DirectlySamples,210,Luminous Path,Song,11785,Herencia de Piedra (Heritage of Stone),Song,0
InStyleOf,210,Luminous Path,Song,7534,Whispers of the Tribal King,Song,0
RecordedBy,210,Luminous Path,Song,181,Sierra Rubio Sounds,RecordLabel,0
DistributedBy,210,Luminous Path,Song,181,Sierra Rubio Sounds,RecordLabel,1
PerformerOf,211,Jing Han,Person,210,Luminous Path,Song,0
PerformerOf,212,Jun Yao,Person,210,Luminous Path,Song,0
LyricistOf,212,Jun Yao,Person,16466,Whispers from Heaven,Song,0
ComposerOf,213,Lei Xie,Person,210,Luminous Path,Song,0
ComposerOf,214,Qiang Cai,Person,210,Luminous Path,Song,0
PerformerOf,214,Qiang Cai,Person,210,Luminous Path,Song,1
PerformerOf,215,Qiang Huang,Person,210,Luminous Path,Song,0
InStyleOf,216,Spurs and Wedding Rings,Song,11179,Backup's Lament,Album,0
InStyleOf,216,Spurs and Wedding Rings,Song,12494,Echoes from the Sacred,Song,0
RecordedBy,216,Spurs and Wedding Rings,Song,218,Kamiogawa Rhythms,RecordLabel,0
DistributedBy,216,Spurs and Wedding Rings,Song,218,Kamiogawa Rhythms,RecordLabel,1
PerformerOf,217,Honoré Foucher,Person,216,Spurs and Wedding Rings,Song,0
ComposerOf,217,Honoré Foucher,Person,216,Spurs and Wedding Rings,Song,1
PerformerOf,217,Honoré Foucher,Person,4069,Juliet's Fever,Song,0
ProducerOf,217,Honoré Foucher,Person,4069,Juliet's Fever,Song,1
ComposerOf,217,Honoré Foucher,Person,11179,Backup's Lament,Album,0
PerformerOf,217,Honoré Foucher,Person,11179,Backup's Lament,Album,1
PerformerOf,217,Honoré Foucher,Person,12494,Echoes from the Sacred,Song,0
ProducerOf,217,Honoré Foucher,Person,12494,Echoes from the Sacred,Song,1
RecordedBy,219,"Lasso My Heart, Cowboy",Song,224,Vizinada Vinyl,RecordLabel,0
PerformerOf,220,Ewa Zwara,Person,219,"Lasso My Heart, Cowboy",Song,0
PerformerOf,220,Ewa Zwara,Person,9815,Identical Windows,Album,0
MemberOf,221,Olaf Szumny,Person,16834,Moonlit Avenue,MusicalGroup,0
PerformerOf,221,Olaf Szumny,Person,219,"Lasso My Heart, Cowboy",Song,0
PerformerOf,221,Olaf Szumny,Person,8750,Rhapsody in Urban Rhythm,Album,0
ComposerOf,221,Olaf Szumny,Person,13956,Sunbleached Memory,Album,0
MemberOf,222,Jakub Dziuda,Person,16833,Whispered Strings,MusicalGroup,0
PerformerOf,222,Jakub Dziuda,Person,219,"Lasso My Heart, Cowboy",Song,0
ComposerOf,222,Jakub Dziuda,Person,5866,Radiant Horizon,Album,0
PerformerOf,222,Jakub Dziuda,Person,8750,Rhapsody in Urban Rhythm,Album,0
PerformerOf,222,Jakub Dziuda,Person,9815,Identical Windows,Album,0
ProducerOf,222,Jakub Dziuda,Person,9815,Identical Windows,Album,1
ComposerOf,222,Jakub Dziuda,Person,10133,Candles and Memories,Album,0
PerformerOf,222,Jakub Dziuda,Person,15582,Drowning in Abundance,Song,0
MemberOf,223,Borys Kościk,Person,16834,Moonlit Avenue,MusicalGroup,0
PerformerOf,223,Borys Kościk,Person,15248,Bonnie Prince Charlie's Last March,Album,0
ComposerOf,223,Borys Kościk,Person,15248,Bonnie Prince Charlie's Last March,Album,1
LyricistOf,223,Borys Kościk,Person,219,"Lasso My Heart, Cowboy",Song,0
PerformerOf,223,Borys Kościk,Person,219,"Lasso My Heart, Cowboy",Song,1
LyricistOf,223,Borys Kościk,Person,8750,Rhapsody in Urban Rhythm,Album,0
PerformerOf,223,Borys Kościk,Person,8750,Rhapsody in Urban Rhythm,Album,1
ComposerOf,223,Borys Kościk,Person,9815,Identical Windows,Album,0
PerformerOf,223,Borys Kościk,Person,9815,Identical Windows,Album,1
PerformerOf,223,Borys Kościk,Person,10133,Candles and Memories,Album,0
ProducerOf,223,Borys Kościk,Person,10133,Candles and Memories,Album,1
PerformerOf,223,Borys Kościk,Person,13956,Sunbleached Memory,Album,0
PerformerOf,223,Borys Kościk,Person,14295,Streetlight Serenade,Song,0
